owner_official,kind,official_name,descriptor,expected_named_name,present,evidence
com/corrodinggames/rts/gameFramework/f/a,field,Z,Landroid/graphics/PorterDuffColorFilter;,disabledIconColorFilter,True,"loadCommandInterfaceAssets creates PorterDuffColorFilter color(255,30,30,30) with mode Z"
com/corrodinggames/rts/gameFramework/f/a,field,ar,Lcom/corrodinggames/rts/game/units/a/y;,unitInfoAction,True,CommandInterface constructor creates units/a/y with UnitInfo string; first variant
com/corrodinggames/rts/gameFramework/f/a,field,as,Lcom/corrodinggames/rts/game/units/a/y;,unitInfoAltAction,True,CommandInterface constructor creates second units/a/y UnitInfo action variant
com/corrodinggames/rts/gameFramework/f/a,field,at,Lcom/corrodinggames/rts/game/units/a/d;,attackModeAction,True,CommandInterface constructor creates units/a/d Attack Mode action
com/corrodinggames/rts/gameFramework/f/a,field,aA,Ljava/util/ArrayList;,commandQueueOverlays,True,j()/k()/draw loop iterate CommandQueueOverlay objects; methods call clearTrackedUnits/removeDeadTrackedUnits/collectSelectedUnits
com/corrodinggames/rts/gameFramework/f/g,method,<init>,()V,<init>,True,"constructor initializes InterfaceEngine action singletons, widget root, paints, rects, scratch lists, and CommandInterface surface"
com/corrodinggames/rts/gameFramework/f/g,method,e,()V,reloadCommandInterfaceStrings,True,method directly calls CommandInterface.loadLocalizedStrings() when commandInterface is present
com/corrodinggames/rts/gameFramework/f/g,method,a,(Z)V,resetInterfaceState,True,"resets command queue overlays, UI mode flags, selection input state, camera/order flags, and interface layout state"
com/corrodinggames/rts/gameFramework/f/g,method,f,()V,refreshClassicInterfaceFlags,True,sets static interface layout booleans from platform helpers and SettingsEngine.classicInterface
com/corrodinggames/rts/gameFramework/f/g,method,a,(Lcom/corrodinggames/rts/gameFramework/l;Lcom/corrodinggames/rts/game/n;ZZ)V,drawTeamResourceDisplay,True,draws Team credits plus optional custom resource list using Team.aa()/Team.ab() and resourceDisplayScratch
com/corrodinggames/rts/gameFramework/f/g,method,a,(Lcom/corrodinggames/rts/gameFramework/l;Lcom/corrodinggames/rts/game/n;ZLcom/corrodinggames/rts/game/units/custom/e/f;)V,drawCustomResourceList,True,"iterates resource container entries, skips hidden/global resources, and delegates each line to drawResourceDisplayLine"
com/corrodinggames/rts/gameFramework/f/g,method,a,(Lcom/corrodinggames/rts/gameFramework/l;Lcom/corrodinggames/rts/game/n;ZLcom/corrodinggames/rts/game/units/custom/e/a;DLcom/corrodinggames/rts/game/units/custom/e/f;ILcom/corrodinggames/rts/game/units/custom/e/a;)Z,drawResourceDisplayLine,True,"recursive custom-resource line renderer; uses resource icon/text, +/− income suffixes, nesting parent resources, and layout counters"
com/corrodinggames/rts/gameFramework/f/g,method,b,(FFLandroid/graphics/Point;)V,issueMoveCommandAtWorldPosition,True,"default order path creates queued-aware command, calls command.a(x,y), plays order sound/effects, and can fall back to quick rally"
com/corrodinggames/rts/gameFramework/f/g,method,c,(FFLandroid/graphics/Point;)V,issueDefaultMoveOrAttackMove,True,"checks SettingsEngine.doubleClickToAttackMove and attack-move availability, dispatching to issueAttackMoveAtWorldPosition or issueMoveCommandAtWorldPosition"
com/corrodinggames/rts/gameFramework/f/g,method,d,(FFLandroid/graphics/Point;)V,issueAttackMoveAtWorldPosition,True,"creates queued-aware command, sets command.h=true, calls command.b(x,y), plays order sound/effects"
com/corrodinggames/rts/gameFramework/f/g,method,b,(FF)V,issueQuickRallyAtWorldPosition,True,"quick rally path creates command, adds PointF rally target, plays order sound/effect"
com/corrodinggames/rts/gameFramework/f/g,method,a,(FFLandroid/graphics/Point;Lcom/corrodinggames/rts/game/units/a/j;)V,sendMapPingAtWorldPosition,True,"checks map-ping settings, creates command with ping action id and PointF target, logs MAP PING with 15s throttle"
com/corrodinggames/rts/gameFramework/f/g,method,a,(FFLcom/corrodinggames/rts/game/n;Lcom/corrodinggames/rts/game/units/a/j;)V,showMapPingEffect,True,renders battlefield/minimap ping effects for a team ping; warns once if local ping display is disabled
com/corrodinggames/rts/gameFramework/f/g,method,a,(Landroid/graphics/Rect;IZ)V,drawButtonBorderOverlay,True,draws rectangular button border/overlay with classic-interface inset handling
com/corrodinggames/rts/gameFramework/f/g,method,a,(IIIILjava/lang/String;ILandroid/graphics/Paint;ZLcom/corrodinggames/rts/gameFramework/f/a/h;Lcom/corrodinggames/rts/gameFramework/f/a/i;)V,drawStyledButtonBackgroundAndText,True,"draws button rect via UiStyle/UiStyleState or fallback background, then centered label"
com/corrodinggames/rts/gameFramework/f/g,method,a,(IIIILjava/lang/String;ILandroid/graphics/Paint;)V,drawCenteredButtonText,True,draws label centered in button rect with legacy/classic text vertical alignment handling
com/corrodinggames/rts/gameFramework/f/g,method,a,(IIIILjava/lang/String;Lcom/corrodinggames/rts/gameFramework/f/i;ZILandroid/graphics/Paint;Lcom/corrodinggames/rts/gameFramework/f/a/h;)Z,drawButtonAndHandleClickStyled,True,button draw/click wrapper with UiStyle argument; delegates into full drawButtonAndHandleClick path
com/corrodinggames/rts/gameFramework/f/g,method,a,(Lcom/corrodinggames/rts/gameFramework/f/a/f;)V,showDialogWidget,True,positions DialogWidget to game viewport and attaches it to widgetRoot
com/corrodinggames/rts/gameFramework/f/g,method,K,()V,markInterfaceLayoutDirty,True,static method increments interfaceLayoutRevision and sets interfaceLayoutDirty
com/corrodinggames/rts/gameFramework/f/a,method,<init>,(Lcom/corrodinggames/rts/gameFramework/l;Lcom/corrodinggames/rts/gameFramework/f/g;)V,<init>,True,"constructor stores GameEngine/InterfaceEngine, allocates paints/rects/action lists/command queue overlays, and loads assets"
com/corrodinggames/rts/gameFramework/f/a,method,j,()V,markCommandQueueOverlaysDirty,True,iterates commandQueueOverlays and sets CommandQueueOverlay dirty/refresh flag h=true
com/corrodinggames/rts/gameFramework/f/a,method,k,()V,resetCommandQueueOverlaysAndWarning,True,"iterates commandQueueOverlays.clearTrackedUnits(), then clears currentWarningText and timer"
