kind,owner_official,descriptor,official_name,intermediary_name,named_name,source,category,confidence,evidence,notes,pc_owner_official,match_score,api_stability
class,com/corrodinggames/rts/appFramework/FlowLayout$LayoutParams,,,rw/android/ui/android/FlowLayout$LayoutParams,rustedwarfare/ui/android/FlowLayout$LayoutParams,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/GLSurfaceViewShared,,,rw/android/ui/android/GLSurfaceViewShared,rustedwarfare/ui/android/GLSurfaceViewShared,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/GameView,,,rw/android/ui/android/GameView,rustedwarfare/ui/android/GameView,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/GameViewNonSurface,,,rw/android/ui/android/GameViewNonSurface,rustedwarfare/ui/android/GameViewNonSurface,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/GameViewOpenGL,,,rw/android/ui/android/GameViewOpenGL,rustedwarfare/ui/android/GameViewOpenGL,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/GameViewThreaded,,,rw/android/ui/android/GameViewThreaded,rustedwarfare/ui/android/GameViewThreaded,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/GenericFileProvider,,,rw/android/ui/android/storage/GenericFileProvider,rustedwarfare/ui/android/storage/GenericFileProvider,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/InGameActivity,,,rw/ui/android/InGameActivity,rustedwarfare/ui/android/InGameActivity,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g,0.793011,stable
class,com/corrodinggames/rts/appFramework/IntroScreen,,,rw/android/ui/android/IntroScreen,rustedwarfare/ui/android/IntroScreen,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/IntroScreenView,,,rw/android/ui/android/IntroScreenView,rustedwarfare/ui/android/IntroScreenView,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/LevelGroupSelectActivity,,,rw/android/ui/android/LevelGroupSelectActivity,rustedwarfare/ui/android/LevelGroupSelectActivity,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/LevelSelectActivity,,,rw/ui/android/MapSelectActivity,rustedwarfare/ui/android/MapSelectActivity,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/i,0.568654,stable
class,com/corrodinggames/rts/appFramework/LoadLevelActivity,,,rw/ui/android/SaveGameSelectActivity,rustedwarfare/ui/android/SaveGameSelectActivity,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/j,0.549768,stable
class,com/corrodinggames/rts/appFramework/MainMenuActivity,,,rw/android/ui/android/MainMenuActivity,rustedwarfare/ui/android/MainMenuActivity,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/ModsActivity,,,rw/android/ui/android/ModsActivity,rustedwarfare/ui/android/ModsActivity,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/MultiplayerBattleroomActivity,,,rw/ui/android/MultiplayerBattleroomActivity,rustedwarfare/ui/android/MultiplayerBattleroomActivity,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/n,0.531313,stable
class,com/corrodinggames/rts/appFramework/MultiplayerLobbyActivity,,,rw/ui/android/MultiplayerPlayerListActivity,rustedwarfare/ui/android/MultiplayerPlayerListActivity,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/p,0.326549,stable
class,com/corrodinggames/rts/appFramework/NewMissionStarterActivity,,,rw/android/ui/android/NewMissionStarterActivity,rustedwarfare/ui/android/NewMissionStarterActivity,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/QuickHelpActivity,,,rw/android/ui/android/QuickHelpActivity,rustedwarfare/ui/android/QuickHelpActivity,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/RWApplication,,,rw/android/ui/android/RustedWarfareApplication,rustedwarfare/ui/android/RustedWarfareApplication,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/ReplaySelectActivity,,,rw/ui/android/ReplaySelectActivity,rustedwarfare/ui/android/ReplaySelectActivity,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/q,0.557129,stable
class,com/corrodinggames/rts/appFramework/SettingsActivity,,,rw/android/ui/android/SettingsActivity,rustedwarfare/ui/android/SettingsActivity,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/SettingsKeysActivity,,,rw/android/ui/android/SettingsKeysActivity,rustedwarfare/ui/android/SettingsKeysActivity,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/a,,,rw/ui/android/AndroidBaseActivity,rustedwarfare/ui/android/AndroidBaseActivity,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/b,0.531707,stable
class,com/corrodinggames/rts/appFramework/a/a,,,rw/android/ui/android/storage/AndroidDocumentProvider,rustedwarfare/ui/android/storage/AndroidDocumentProvider,android-manual-semantic,android-storage,high,abstract SAF/document URI contract,Android-specific semantic mapping,,,stable
class,com/corrodinggames/rts/appFramework/a/b,,,rw/android/ui/android/storage/AndroidDocumentEntry,rustedwarfare/ui/android/storage/AndroidDocumentEntry,android-manual-semantic,android-storage,medium,document listing value object layout,Android-specific semantic mapping,,,reviewed
class,com/corrodinggames/rts/appFramework/aa,,,rw/android/ui/android/gl/SimpleEGLConfigChooser,rustedwarfare/ui/android/gl/SimpleEGLConfigChooser,android-manual-semantic,android-gl,high,8/8/8 component chooser with optional depth,Android-specific semantic mapping,,,stable
class,com/corrodinggames/rts/appFramework/ab,,,rw/ui/android/GameViewHost,rustedwarfare/ui/android/GameViewHost,manual_anchor,android_appframework_port,high,independent structural/string anchor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/f,0.461328,stable
class,com/corrodinggames/rts/appFramework/ac,,,rw/android/ui/android/GameViewNonSurface$Helper1,rustedwarfare/ui/android/GameViewNonSurface$Helper1,android-structural-helper,android-appframework-helper,medium,field e Lcom/corrodinggames/rts/appFramework/GameViewNonSurface;; role=Helper,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/ad,,,rw/android/ui/android/GameViewNonSurface$Helper2,rustedwarfare/ui/android/GameViewNonSurface$Helper2,android-structural-helper,android-appframework-helper,medium,field f Lcom/corrodinggames/rts/appFramework/GameViewNonSurface;; role=Helper,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/ae,,,rw/android/ui/android/GameViewOpenGL$Helper1,rustedwarfare/ui/android/GameViewOpenGL$Helper1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/GameViewOpenGL;; role=Helper,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/af,,,rw/android/ui/android/gl/RenderRequestThread,rustedwarfare/ui/android/gl/RenderRequestThread,android-manual-semantic,android-gl,high,waits for queued render request and invokes requestRender,Android-specific semantic mapping,,,stable
class,com/corrodinggames/rts/appFramework/ag,,,rw/android/ui/android/GameViewThreaded$Helper1,rustedwarfare/ui/android/GameViewThreaded$Helper1,android-structural-helper,android-appframework-helper,medium,field e Lcom/corrodinggames/rts/appFramework/GameViewThreaded;; role=Helper,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/ah,,,rw/android/ui/android/GameViewThreaded$Thread1,rustedwarfare/ui/android/GameViewThreaded$Thread1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/GameViewThreaded;; role=Thread,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/ai,,,rw/android/ui/android/storage/PathStrategy,rustedwarfare/ui/android/storage/PathStrategy,android-manual-semantic,android-storage,high,FileProvider path-to-URI / URI-to-file contract,Android-specific semantic mapping,,,stable
class,com/corrodinggames/rts/appFramework/aj,,,rw/android/ui/android/storage/SimplePathStrategy,rustedwarfare/ui/android/storage/SimplePathStrategy,android-manual-semantic,android-storage,high,canonical root path strategy implementation,Android-specific semantic mapping,,,stable
class,com/corrodinggames/rts/appFramework/ak,,,rw/v090/ui/android/InGameActivity$1,rustedwarfare/ui/android/InGameActivity$1,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$1,1.368779,stable
class,com/corrodinggames/rts/appFramework/al,,,rw/v090/ui/android/InGameActivity$2,rustedwarfare/ui/android/InGameActivity$2,manual_bytecode_sequence,android_appframework_port,high,bytecode-equivalent chat-send listener; field/constructor and network call sequence,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$2,1.000000,stable
class,com/corrodinggames/rts/appFramework/am,,,rw/v090/ui/android/InGameActivity$3,rustedwarfare/ui/android/InGameActivity$3,manual_bytecode_sequence,android_appframework_port,medium,anchor-bounded empty cancel listener after g$2,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$3,0.700000,reviewed
class,com/corrodinggames/rts/appFramework/an,,,rw/v090/ui/android/InGameActivity$4,rustedwarfare/ui/android/InGameActivity$4,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$4,1.490291,stable
class,com/corrodinggames/rts/appFramework/android/AndroidSAF,,,rw/android/ui/android/storage/AndroidStorageAccessFramework,rustedwarfare/ui/android/storage/AndroidStorageAccessFramework,android-readable-component,android-appframework-top-level,high,official Android class name retained in DEX; component/view identity and hierarchy agree,Android-specific top-level class,,,stable
class,com/corrodinggames/rts/appFramework/ao,,,rw/v090/ui/android/InGameActivity$4$1,rustedwarfare/ui/android/InGameActivity$4$1,manual_bytecode_sequence,android_appframework_port,high,nested map-export confirmation listener; exact owner/string parameter and synthetic accessor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$4$1,1.000000,stable
class,com/corrodinggames/rts/appFramework/ap,,,rw/v090/ui/android/InGameActivity$5,rustedwarfare/ui/android/InGameActivity$5,manual_bytecode_sequence,android_appframework_port,medium,anchor-bounded empty cancel listener after map export,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$5,0.700000,reviewed
class,com/corrodinggames/rts/appFramework/aq,,,rw/v090/ui/android/InGameActivity$6,rustedwarfare/ui/android/InGameActivity$6,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$6,1.432398,stable
class,com/corrodinggames/rts/appFramework/ar,,,rw/v090/ui/android/InGameActivity$6$1,rustedwarfare/ui/android/InGameActivity$6$1,manual_bytecode_sequence,android_appframework_port,high,nested save confirmation listener; exact owner/string parameter and synthetic accessor,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$6$1,1.000000,stable
class,com/corrodinggames/rts/appFramework/as,,,rw/v090/ui/android/InGameActivity$7,rustedwarfare/ui/android/InGameActivity$7,manual_bytecode_sequence,android_appframework_port,medium,anchor-bounded empty cancel listener after save,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$7,0.700000,reviewed
class,com/corrodinggames/rts/appFramework/at,,,rw/android/ui/android/InGameActivity$DialogClickListener1,rustedwarfare/ui/android/InGameActivity$DialogClickListener1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/InGameActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/au,,,rw/android/ui/android/InGameActivity$DialogClickListener2,rustedwarfare/ui/android/InGameActivity$DialogClickListener2,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/InGameActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/av,,,rw/android/ui/android/InGameActivity$DialogClickListener3,rustedwarfare/ui/android/InGameActivity$DialogClickListener3,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/InGameActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/aw,,,rw/v090/ui/android/InGameActivity$8,rustedwarfare/ui/android/InGameActivity$8,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$8,1.128919,stable
class,com/corrodinggames/rts/appFramework/ax,,,rw/v090/ui/android/InGameActivity$9,rustedwarfare/ui/android/InGameActivity$9,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$9,1.222052,stable
class,com/corrodinggames/rts/appFramework/ay,,,rw/v090/ui/android/InGameActivity$10,rustedwarfare/ui/android/InGameActivity$10,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$10,1.186341,stable
class,com/corrodinggames/rts/appFramework/az,,,rw/v090/ui/android/InGameActivity$11,rustedwarfare/ui/android/InGameActivity$11,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$11,1.147830,stable
class,com/corrodinggames/rts/appFramework/b,,,rw/android/ui/android/AndroidBaseActivity$OpenAppSettingsListener,rustedwarfare/ui/android/AndroidBaseActivity$OpenAppSettingsListener,android-manual-semantic,android-ui-listener,high,dialog listener opens APPLICATION_DETAILS_SETTINGS,Android-specific semantic mapping,,,stable
class,com/corrodinggames/rts/appFramework/ba,,,rw/v090/ui/android/InGameActivity$12,rustedwarfare/ui/android/InGameActivity$12,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$12,1.489920,stable
class,com/corrodinggames/rts/appFramework/bb,,,rw/v090/ui/android/InGameActivity$13,rustedwarfare/ui/android/InGameActivity$13,manual_bytecode_sequence,android_appframework_port,high,exact exited/network-disconnect/finish body; bounded between surrender and battleroom return,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$13,1.000000,stable
class,com/corrodinggames/rts/appFramework/bc,,,rw/v090/ui/android/InGameActivity$14,rustedwarfare/ui/android/InGameActivity$14,iterative_app_match,android_appframework_port,high,super+interface+outer,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$14,1.511438,stable
class,com/corrodinggames/rts/appFramework/bd,,,rw/v090/ui/android/InGameActivity$15,rustedwarfare/ui/android/InGameActivity$15,manual_bytecode_sequence,android_appframework_port,high,exact finish listener; bounded after return-to-battleroom listener,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$15,1.000000,stable
class,com/corrodinggames/rts/appFramework/be,,,rw/v090/ui/android/InGameActivity$16,rustedwarfare/ui/android/InGameActivity$16,manual_bytecode_sequence,android_appframework_port,high,exact EditText+team flag chat-send listener body,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/g$16,1.000000,stable
class,com/corrodinggames/rts/appFramework/bf,,,rw/ui/android/InGameActivityTextRunnable,rustedwarfare/ui/android/InGameActivityTextRunnable,iterative_app_match,android_appframework_port,high,super+interface,PC v1.1 common namespace port,com/corrodinggames/rts/appFramework/h,0.967443,stable
class,com/corrodinggames/rts/appFramework/bg,,,rw/android/ui/android/IntroScreen$Helper1,rustedwarfare/ui/android/IntroScreen$Helper1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/IntroScreen;; role=Helper,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bh,,,rw/android/ui/android/IntroScreen$TimerTask1,rustedwarfare/ui/android/IntroScreen$TimerTask1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/IntroScreen;; role=TimerTask,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bi,,,rw/android/ui/android/LevelGroupSelectActivity$ClickListener1,rustedwarfare/ui/android/LevelGroupSelectActivity$ClickListener1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelGroupSelectActivity;; role=ClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bj,,,rw/android/ui/android/LevelGroupSelectActivity$ClickListener2,rustedwarfare/ui/android/LevelGroupSelectActivity$ClickListener2,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelGroupSelectActivity;; role=ClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bk,,,rw/android/ui/android/LevelGroupSelectActivity$ClickListener3,rustedwarfare/ui/android/LevelGroupSelectActivity$ClickListener3,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelGroupSelectActivity;; role=ClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bl,,,rw/android/ui/android/LevelGroupSelectActivity$ClickListener4,rustedwarfare/ui/android/LevelGroupSelectActivity$ClickListener4,android-structural-helper,android-appframework-helper,medium,field b Lcom/corrodinggames/rts/appFramework/LevelGroupSelectActivity;; role=ClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bm,,,rw/android/ui/android/LevelGroupSelectActivity$ClickListener5,rustedwarfare/ui/android/LevelGroupSelectActivity$ClickListener5,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelGroupSelectActivity;; role=ClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bn,,,rw/android/ui/android/LevelGroupSelectActivity$DialogClickListener1,rustedwarfare/ui/android/LevelGroupSelectActivity$DialogClickListener1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/bm;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bo,,,rw/android/ui/android/MapSelectActivity$ClickListener1,rustedwarfare/ui/android/MapSelectActivity$ClickListener1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=ClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bp,,,rw/android/ui/android/MapSelectActivity$DialogClickListener1,rustedwarfare/ui/android/MapSelectActivity$DialogClickListener1,android-structural-helper,android-appframework-helper,medium,field c Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bq,,,rw/android/ui/android/MapSelectActivity$Runnable1,rustedwarfare/ui/android/MapSelectActivity$Runnable1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=Runnable,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/br,,,rw/android/ui/android/MapSelectActivity$ItemClickListener1,rustedwarfare/ui/android/MapSelectActivity$ItemClickListener1,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=ItemClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bs,,,rw/android/ui/android/MapSelectActivity$DialogClickListener2,rustedwarfare/ui/android/MapSelectActivity$DialogClickListener2,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bt,,,rw/android/ui/android/MapSelectActivity$DialogClickListener3,rustedwarfare/ui/android/MapSelectActivity$DialogClickListener3,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bu,,,rw/android/ui/android/MapSelectActivity$DialogClickListener4,rustedwarfare/ui/android/MapSelectActivity$DialogClickListener4,android-structural-helper,android-appframework-helper,medium,field f Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bv,,,rw/android/ui/android/MapSelectActivity$DialogClickListener5,rustedwarfare/ui/android/MapSelectActivity$DialogClickListener5,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/bu;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bw,,,rw/android/ui/android/MapSelectActivity$DialogClickListener6,rustedwarfare/ui/android/MapSelectActivity$DialogClickListener6,android-structural-helper,android-appframework-helper,medium,field c Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=DialogClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bx,,,rw/android/ui/android/MapSelectActivity$ClickListener2,rustedwarfare/ui/android/MapSelectActivity$ClickListener2,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=ClickListener,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/by,,,rw/android/ui/android/MapSelectActivity$Runnable2,rustedwarfare/ui/android/MapSelectActivity$Runnable2,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/LevelSelectActivity;; role=Runnable,Stable role-based name; not promoted to cross-platform API,,,internal
class,com/corrodinggames/rts/appFramework/bz,,,rw/android/ui/android/MapSelectActivity$Runnable3,rustedwarfare/ui/android/MapSelectActivity$Runnable3,android-structural-helper,android-appframework-helper,medium,field a Lcom/corrodinggames/rts/appFramework/by;; role=Runnable,Stable role-based name; not promoted to cross-platform API,,,internal
