kind,owner_official,descriptor,official_name,intermediary_name,named_name,source,category,confidence,evidence,notes,action,old_named_name,old_intermediary_name,old_source,old_notes
field,com/corrodinggames/rts/game/units/am,Lcom/corrodinggames/rts/game/units/am;,bR,field_Unit_recentlyUnloadedFrom,recentlyUnloadedFrom,v0.41-runtime-transport-attachment,runtime-transport-attachment,medium,Set to carrier after unit is unloaded from a transport; used with bS timer.,Runtime unit containment state.,added,,,,
field,com/corrodinggames/rts/game/units/am,F,bS,field_Unit_recentlyUnloadedTimer,recentlyUnloadedTimer,v0.41-runtime-transport-attachment,runtime-transport-attachment,medium,Set to 45/85 after unloading from transport; used as recent unload/collision grace timer.,Runtime unit containment state.,added,,,,
field,com/corrodinggames/rts/game/units/b/d,Lcom/corrodinggames/rts/gameFramework/utility/m;,o,field_Obf_b_d_transportedUnits,transportedUnits,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Transport implementations store carried units in this m list.,For CustomUnit this row already existed; built-in transports use owner-specific fields.,added,,,,
field,com/corrodinggames/rts/game/units/e/i,Lcom/corrodinggames/rts/gameFramework/utility/m;,h,field_Obf_e_i_transportedUnits,transportedUnits,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Transport implementations store carried units in this m list.,For CustomUnit this row already existed; built-in transports use owner-specific fields.,added,,,,
field,com/corrodinggames/rts/game/units/custom/j,F,m,field_CustomUnit_transportUnloadTimer,transportUnloadTimer,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Start/unload paths set this timer to 30 and update loop decrements it between unloaded units.,Runtime unload delay timer.,added,,,,
field,com/corrodinggames/rts/game/units/custom/j,Z,n,field_CustomUnit_transportUnloading,transportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Start/stop unloading methods write this boolean and bA() returns it.,Runtime transport unload flag.,added,,,,
field,com/corrodinggames/rts/game/units/b/d,F,f,field_Obf_b_d_transportUnloadTimer,transportUnloadTimer,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Start/unload paths set this timer to 30 and update loop decrements it between unloaded units.,Runtime unload delay timer.,added,,,,
field,com/corrodinggames/rts/game/units/b/d,Z,g,field_Obf_b_d_transportUnloading,transportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Start/stop unloading methods write this boolean and bA() returns it.,Runtime transport unload flag.,added,,,,
field,com/corrodinggames/rts/game/units/e/i,F,f,field_Obf_e_i_transportUnloadTimer,transportUnloadTimer,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Start/unload paths set this timer to 30 and update loop decrements it between unloaded units.,Runtime unload delay timer.,added,,,,
field,com/corrodinggames/rts/game/units/e/i,Z,g,field_Obf_e_i_transportUnloading,transportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Start/stop unloading methods write this boolean and bA() returns it.,Runtime transport unload flag.,added,,,,
method,com/corrodinggames/rts/game/units/am,(Lcom/corrodinggames/rts/game/units/am;Z)Z,c,method_Unit_canTransportUnitIgnoringCurrentContainer,canTransportUnitIgnoringCurrentContainer,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,"Base Unit.c(Unit,boolean) temporarily clears candidate cN/cO, calls d(Unit,boolean), then restores the fields.",Transport eligibility helper.,added,,,,
method,com/corrodinggames/rts/game/units/am,(Lcom/corrodinggames/rts/game/units/am;Z)Z,d,method_Unit_canTransportUnit,canTransportUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,"Transport capability method; base returns false, CustomUnit and built-in transports override.",Override-family synchronized for transport capability.,added,,,,
method,com/corrodinggames/rts/game/units/am,(Lcom/corrodinggames/rts/game/units/am;Z)Z,e,method_Unit_tryAddUnitToTransport,tryAddUnitToTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Try-add method; transport implementations call canTransportUnit and then addUnitToTransport.,Override-family synchronized for transport insertion.,added,,,,
method,com/corrodinggames/rts/game/units/am,()Z,cr,method_Unit_hasTransportCapacity,hasTransportCapacity,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns false; transport-capable implementations return true/metadata maxTransportingUnits>0.,Override-family synchronized for transport capacity.,added,,,,
method,com/corrodinggames/rts/game/units/am,()I,bY,method_Unit_getTransportBarUsedSlots,getTransportBarUsedSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return used slots when transport bar should be shown.,Transport UI bar value.,added,,,,
method,com/corrodinggames/rts/game/units/am,()I,bZ,method_Unit_getTransportBarMaxSlots,getTransportBarMaxSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return max capacity when transport bar should be shown.,Transport UI bar max.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,(Lcom/corrodinggames/rts/game/units/am;Z)Z,d,method_Obf_b_d_canTransportUnit,canTransportUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,"Transport capability method; base returns false, CustomUnit and built-in transports override.",Override-family synchronized for transport capability.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,(Lcom/corrodinggames/rts/game/units/am;Z)Z,e,method_Obf_b_d_tryAddUnitToTransport,tryAddUnitToTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Try-add method; transport implementations call canTransportUnit and then addUnitToTransport.,Override-family synchronized for transport insertion.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,()Z,cr,method_Obf_b_d_hasTransportCapacity,hasTransportCapacity,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns false; transport-capable implementations return true/metadata maxTransportingUnits>0.,Override-family synchronized for transport capacity.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,()I,bY,method_Obf_b_d_getTransportBarUsedSlots,getTransportBarUsedSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return used slots when transport bar should be shown.,Transport UI bar value.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,()I,bZ,method_Obf_b_d_getTransportBarMaxSlots,getTransportBarMaxSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return max capacity when transport bar should be shown.,Transport UI bar max.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,(Lcom/corrodinggames/rts/game/units/am;Z)Z,e,method_CustomUnit_tryAddUnitToTransport,tryAddUnitToTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Try-add method; transport implementations call canTransportUnit and then addUnitToTransport.,Override-family synchronized for transport insertion.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()Z,cr,method_CustomUnit_hasTransportCapacity,hasTransportCapacity,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns false; transport-capable implementations return true/metadata maxTransportingUnits>0.,Override-family synchronized for transport capacity.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()I,bY,method_CustomUnit_getTransportBarUsedSlots,getTransportBarUsedSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return used slots when transport bar should be shown.,Transport UI bar value.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()I,bZ,method_CustomUnit_getTransportBarMaxSlots,getTransportBarMaxSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return max capacity when transport bar should be shown.,Transport UI bar max.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,(Lcom/corrodinggames/rts/game/units/am;Z)Z,d,method_Obf_e_i_canTransportUnit,canTransportUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,"Transport capability method; base returns false, CustomUnit and built-in transports override.",Override-family synchronized for transport capability.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,(Lcom/corrodinggames/rts/game/units/am;Z)Z,e,method_Obf_e_i_tryAddUnitToTransport,tryAddUnitToTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Try-add method; transport implementations call canTransportUnit and then addUnitToTransport.,Override-family synchronized for transport insertion.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,()Z,cr,method_Obf_e_i_hasTransportCapacity,hasTransportCapacity,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns false; transport-capable implementations return true/metadata maxTransportingUnits>0.,Override-family synchronized for transport capacity.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,()I,bY,method_Obf_e_i_getTransportBarUsedSlots,getTransportBarUsedSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return used slots when transport bar should be shown.,Transport UI bar value.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,()I,bZ,method_Obf_e_i_getTransportBarMaxSlots,getTransportBarMaxSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns -1; transport implementations return max capacity when transport bar should be shown.,Transport UI bar max.,added,,,,
method,com/corrodinggames/rts/game/units/y,()I,bB,method_OrderableUnit_getTransportedUnitCount,getTransportedUnitCount,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,OrderableUnit base returns 0; transport implementations return transportedUnits.size().,Override-family synchronized for cargo count.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,()I,bB,method_Obf_b_d_getTransportedUnitCount,getTransportedUnitCount,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,OrderableUnit base returns 0; transport implementations return transportedUnits.size().,Override-family synchronized for cargo count.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,()I,bB,method_Obf_e_i_getTransportedUnitCount,getTransportedUnitCount,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,OrderableUnit base returns 0; transport implementations return transportedUnits.size().,Override-family synchronized for cargo count.,added,,,,
method,com/corrodinggames/rts/game/units/y,()Z,bA,method_OrderableUnit_isTransportUnloading,isTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,OrderableUnit base returns false; transport implementations return runtime unloading flag.,Override-family synchronized for transport unloading state.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,()Z,bA,method_Obf_b_d_isTransportUnloading,isTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,OrderableUnit base returns false; transport implementations return runtime unloading flag.,Override-family synchronized for transport unloading state.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()Z,bA,method_CustomUnit_isTransportUnloading,isTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,OrderableUnit base returns false; transport implementations return runtime unloading flag.,Override-family synchronized for transport unloading state.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,()Z,bA,method_Obf_e_i_isTransportUnloading,isTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,OrderableUnit base returns false; transport implementations return runtime unloading flag.,Override-family synchronized for transport unloading state.,added,,,,
method,com/corrodinggames/rts/game/units/am,()I,cw,method_Unit_getTransportSlotsNeeded,getTransportSlotsNeeded,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns 1; CustomUnit returns metadata transportSlotsNeeded; selected builtin units override slot size.,Transport capacity slot accounting family.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()I,cw,method_CustomUnit_getTransportSlotsNeeded,getTransportSlotsNeeded,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns 1; CustomUnit returns metadata transportSlotsNeeded; selected builtin units override slot size.,Transport capacity slot accounting family.,added,,,,
method,com/corrodinggames/rts/game/units/e/c,()I,cw,method_Obf_e_c_getTransportSlotsNeeded,getTransportSlotsNeeded,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns 1; CustomUnit returns metadata transportSlotsNeeded; selected builtin units override slot size.,Transport capacity slot accounting family.,added,,,,
method,com/corrodinggames/rts/game/units/e/d,()I,cw,method_Obf_e_d_getTransportSlotsNeeded,getTransportSlotsNeeded,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Base Unit returns 1; CustomUnit returns metadata transportSlotsNeeded; selected builtin units override slot size.,Transport capacity slot accounting family.,added,,,,
method,com/corrodinggames/rts/game/units/am,()Lcom/corrodinggames/rts/game/units/custom/b/n;,dn,method_Unit_getAttachmentSlot,getAttachmentSlot,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,Final Unit.dn() returns cP AttachmentSlot field.,Attachment parent/slot helper.,added,,,,
method,com/corrodinggames/rts/game/units/am,()Lcom/corrodinggames/rts/game/units/am;,dr,method_Unit_getContainingUnit,getContainingUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,"Final Unit.dr() returns attachmentParentUnit if present, otherwise transportingUnit.",Combined attachment/transport parent helper.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,(Lcom/corrodinggames/rts/game/units/am;)V,C,method_Obf_b_d_addUnitToTransport,addUnitToTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Adds unit to transportedUnits list and sets unit.cN carrier pointer.,Transport insertion.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,(Lcom/corrodinggames/rts/game/units/am;)V,e,method_Obf_b_d_removeUnitFromTransport,removeUnitFromTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Removes unit from transportedUnits list and/or clears carrier state.,Transport removal.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,(Lcom/corrodinggames/rts/game/units/am;)V,C,method_Obf_e_i_addUnitToTransport,addUnitToTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Adds unit to transportedUnits list and sets unit.cN carrier pointer.,Transport insertion.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,(Lcom/corrodinggames/rts/game/units/am;)V,e,method_Obf_e_i_removeUnitFromTransport,removeUnitFromTransport,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Removes unit from transportedUnits list and/or clears carrier state.,Transport removal.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()V,L,method_CustomUnit_startTransportUnloading,startTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,CustomUnit.L() sets transportUnloading true and transportUnloadTimer=30 when maxTransportingUnits>0.,CustomUnit transport unload command.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()V,M,method_CustomUnit_stopTransportUnloading,stopTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,CustomUnit.M() clears transportUnloading when maxTransportingUnits>0.,CustomUnit transport unload stop command.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,()V,M,method_Obf_b_d_startTransportUnloading,startTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,Built-in transport M() sets transportUnloading=true and transportUnloadTimer=30.,Built-in transport unload command.,added,,,,
method,com/corrodinggames/rts/game/units/b/d,()V,ds,method_Obf_b_d_stopTransportUnloading,stopTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,Built-in transport ds() clears transportUnloading.,Built-in transport unload stop command.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,()V,M,method_Obf_e_i_startTransportUnloading,startTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,Built-in transport M() sets transportUnloading=true and transportUnloadTimer=30.,Built-in transport unload command.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,()V,ds,method_Obf_e_i_stopTransportUnloading,stopTransportUnloading,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,Built-in transport ds() clears transportUnloading.,Built-in transport unload stop command.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,(Z)Z,g,method_CustomUnit_unloadNextTransportedUnit,unloadNextTransportedUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,CustomUnit.g(boolean) removes the last transported unit and delegates to unload placement helper.,Transport unload one unit.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,(Lcom/corrodinggames/rts/game/units/am;ZZ)Z,a,method_CustomUnit_unloadSpecificTransportedUnit,unloadSpecificTransportedUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,"CustomUnit.a(Unit,boolean,boolean) removes a specific transported unit and delegates to placement helper.",Transport unload specific unit.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,(Lcom/corrodinggames/rts/game/units/am;ZZ)Z,b,method_CustomUnit_finishUnloadingTransportedUnit,finishUnloadingTransportedUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,"Private CustomUnit.b(Unit,boolean,boolean) computes exit position, places unit, sets recent unload fields, and notifies transport removal.",Private placement helper; confidence high from bytecode control flow.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()I,dI,method_CustomUnit_getUsedTransportSlots,getUsedTransportSlots,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,CustomUnit.dI() sums transported units using transportUnitsEachUnitAlwaysUsesSingleSlot or each unit getTransportSlotsNeeded().,Transport slot accounting.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,()V,ds,method_CustomUnit_killOrReleaseTransportedUnitsOnDeath,killOrReleaseTransportedUnitsOnDeath,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,CustomUnit.ds() evaluates transportUnitsKillOnDeath and delegates to releaseAllTransportedUnits.,Death cleanup for transported cargo.,added,,,,
method,com/corrodinggames/rts/game/units/custom/j,(Z)V,h,method_CustomUnit_releaseAllTransportedUnits,releaseAllTransportedUnits,v0.41-runtime-transport-attachment,runtime-transport-attachment,confirmed,"CustomUnit.h(boolean) clears carried units, positions them near parent, optionally kills them, then clears list.",Cargo release/kill helper.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,(Lcom/corrodinggames/rts/game/units/am;Lcom/corrodinggames/rts/game/units/am;Z)Z,a,method_Obf_e_i_placeUnloadedTransportedUnit,placeUnloadedTransportedUnit,v0.41-runtime-transport-attachment,runtime-transport-attachment,medium,Static built-in transport helper called by update loop to place one unloaded unit.,Land transport static unload helper.,added,,,,
method,com/corrodinggames/rts/game/units/e/i,(Lcom/corrodinggames/rts/game/units/am;Lcom/corrodinggames/rts/game/units/am;ZFFFFF)Z,a,method_Obf_e_i_tryPlaceUnloadedTransportedUnitAtOffsets,tryPlaceUnloadedTransportedUnitAtOffsets,v0.41-runtime-transport-attachment,runtime-transport-attachment,medium,Static helper tries unload placement with carrier/unit/side and offset parameters.,Land transport placement retry helper.,added,,,,
field,com/corrodinggames/rts/game/units/custom/j,Lcom/corrodinggames/rts/gameFramework/utility/m;,B,field_CustomUnit_transportedUnits,transportedUnits,v0.41-runtime-transport-attachment,runtime-transport-attachment,high,Transport implementations store carried units in this m list.,For CustomUnit this row already existed; built-in transports use owner-specific fields.,updated,transportedUnits,field_j_B_transportedUnits,v0.9-base,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,A,field_AttachmentSlot_setDrawLayerOnTop,setDrawLayerOnTop,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses setDrawLayerOnTop into AttachmentSlot.A and rejects top+bottom together.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,setDrawLayerOnTop,field_AttachmentSlot_setDrawLayerOnTop,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,B,field_AttachmentSlot_setDrawLayerOnBottom,setDrawLayerOnBottom,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses setDrawLayerOnBottom into AttachmentSlot.B and clears A when bottom is true.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,setDrawLayerOnBottom,field_AttachmentSlot_setDrawLayerOnBottom,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,C,field_AttachmentSlot_reservedAttachmentFlagC,reservedAttachmentFlagC,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,low,No direct parser key evidence found in v0.41 pass; v0.40 name addTransportedUnits was one slot too early.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,addTransportedUnits,field_AttachmentSlot_addTransportedUnits,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,D,field_AttachmentSlot_addTransportedUnits,addTransportedUnits,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses addTransportedUnits into AttachmentSlot.D.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,unloadInCurrentPosition,field_AttachmentSlot_unloadInCurrentPosition,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,E,field_AttachmentSlot_unloadInCurrentPosition,unloadInCurrentPosition,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses unloadInCurrentPosition into AttachmentSlot.E.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,smoothlyBlendPositionWhenExistingUnitAdded,field_AttachmentSlot_smoothlyBlendPositionWhenExistingUnitAdded,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,F,field_AttachmentSlot_smoothlyBlendPositionWhenExistingUnitAdded,smoothlyBlendPositionWhenExistingUnitAdded,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses smoothlyBlendPositionWhenExistingUnitAdded into AttachmentSlot.F.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,deattachIfWantingToMove,field_AttachmentSlot_deattachIfWantingToMove,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,F,G,field_AttachmentSlot_smoothlyBlendPositionBlendTime,smoothlyBlendPositionBlendTime,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,high,AttachmentBehavior writes 500.0 or 0.0 into AttachmentSlot.G based on smoothlyBlendPositionWhenExistingUnitAdded.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,prioritizeParentsMainTargetWithin,field_AttachmentSlot_prioritizeParentsMainTargetWithin,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,H,field_AttachmentSlot_deattachIfWantingToMove,deattachIfWantingToMove,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses deattachIfWantingToMove into AttachmentSlot.H.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,alwaysAllowedToAttackParentsMainTarget,field_AttachmentSlot_alwaysAllowedToAttackParentsMainTarget,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,I,field_AttachmentSlot_hidden,hidden,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses hidden into AttachmentSlot.I.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,canAttack,field_AttachmentSlot_canAttack,v0.15-custom-unit-lifecycle,
field,com/corrodinggames/rts/game/units/custom/b/n,Z,J,field_AttachmentSlot_prioritizeParentsMainTarget,prioritizeParentsMainTarget,v0.41-attachment-slot-semantic-hotfix,attachment-slot-hotfix,confirmed,AttachmentBehavior parses prioritizeParentsMainTarget into AttachmentSlot.J.,v0.41 attachment-slot semantic hotfix from AttachmentBehavior parser bytecode.,updated,keepWaypointsNeedingMovement,field_AttachmentSlot_keepWaypointsNeedingMovement,v0.15-custom-unit-lifecycle,
